Portfolio_ID,Manager_Name,Portfolio_Type,Assets_Under_Management_Million,Region,Risk_Exposure_Score,Diversification_Score,Style_Drift_Score,Governance_Compliance_Score,Overall_Risk_Level,Performance_Indicator,GIPS_Compliant,UCITS_Compliant,AIFMD_Compliant,Audit_Report_Generated,Flagged_For_Review,Flag_Reason
PORT_dcbb9ee5,Colin Jones,Hedge Fund,1839.11,Global,0.11,0.21,0.52,0.98,Low,Below Benchmark,No,Yes,No,No,Yes,Style Drift
PORT_3dd4bda4,Alexis Morgan MD,Balanced,3904.7,EU,0.34,0.99,0.06,0.19,Moderate,Above Benchmark,No,No,Yes,No,No,None
PORT_7afd0696,Melissa Robinson,Balanced,6140.21,Global,0.29,0.46,0.49,0.4,High,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_0948595a,Darlene Clark,Hedge Fund,3325.33,U.S.,0.55,0.99,0.45,0.68,High,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_46566ee0,Julie Gregory,Real Assets,5632.4,U.S.,0.61,0.43,0.86,0.89,Moderate,Below Benchmark,Yes,Yes,No,No,No,None
PORT_a274617e,Brianna Sparks,Balanced,2496.18,U.S.,0.39,0.83,0.11,0.09,High,Meeting Benchmark,No,No,Yes,No,No,None
PORT_5175b3b0,Nancy Jones,Real Assets,8987.35,U.S.,0.51,0.77,0.26,0.2,Low,Meeting Benchmark,No,Yes,No,No,No,None
PORT_95423e49,Matthew Peterson,Fixed Income,8990.43,Global,0.97,0.99,0.28,0.92,Moderate,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_91ec572e,Christopher Parker,Real Assets,7194.41,U.S.,0.49,0.12,0.15,0.98,Low,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_0d0371d7,Joseph Mendoza,Equity,426.08,EU,0.78,0.78,0.47,0.83,Low,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_f481a29c,Teresa Novak,Equity,2219.5,U.S.,0.67,0.16,0.63,0.47,Low,Above Benchmark,No,No,Yes,Yes,No,None
PORT_1045bd26,Karen Smith,Balanced,1245.89,Asia-Pacific,0.11,0.34,0.1,0.03,Low,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_fecbad1c,Lisa Patterson,Real Assets,4697.51,EU,0.24,0.07,0.53,0.82,Low,Above Benchmark,Yes,Yes,No,Yes,No,None
PORT_d6f8ea9d,Jeffrey Mcintyre,Equity,5945.03,U.S.,0.5,0.58,0.27,0.29,High,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_2165bb83,Dustin Clark,Hedge Fund,3975.41,Asia-Pacific,0.1,0.15,0.76,0.11,Moderate,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_31a12959,Anthony Miller,Fixed Income,661.54,U.S.,0.43,0.14,0.58,0.87,Low,Below Benchmark,Yes,Yes,No,No,No,None
PORT_a0574d12,Matthew Schmidt,Equity,1518.53,Global,0.84,0.34,0.02,0.47,Moderate,Above Benchmark,Yes,No,Yes,No,Yes,None
PORT_df6a4818,Keith Turner,Fixed Income,9763.69,U.S.,0.46,0.27,0.12,0.9,Moderate,Below Benchmark,No,Yes,Yes,No,Yes,Diversification Breach
PORT_3f679790,Jordan Gray,Hedge Fund,1020.08,Global,0.96,0.17,0.55,0.07,Low,Below Benchmark,No,Yes,No,No,No,None
PORT_267fa218,Dr. Cynthia Wood,Balanced,8839.56,Global,0.06,0.34,0.88,0.54,High,Meeting Benchmark,No,No,No,No,No,None
PORT_10bc3f26,Kristine Fleming,Fixed Income,9250.54,U.S.,0.18,0.04,0.68,0.83,Low,Below Benchmark,Yes,No,No,Yes,No,None
PORT_afb399e1,April Smith,Hedge Fund,9799.0,Global,0.69,0.69,0.37,0.84,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_9a39355b,Catherine Lewis,Hedge Fund,266.96,Global,0.53,0.44,0.58,0.99,Moderate,Meeting Benchmark,No,No,Yes,No,No,None
PORT_3361f509,Lisa Bailey,Hedge Fund,281.03,Global,0.93,0.76,0.32,0.68,Low,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_d4dd8a7e,Christina Hernandez,Equity,9007.83,U.S.,0.12,0.14,0.33,0.57,High,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_1b0e1de5,Michael Scott,Fixed Income,1707.28,Global,0.48,0.99,0.26,0.5,Moderate,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_9536dce6,Ms. Jillian Mccoy,Real Assets,1954.88,U.S.,0.27,0.53,0.47,0.22,Moderate,Below Benchmark,Yes,Yes,No,Yes,No,None
PORT_d3adeb7b,Ronnie Barnes,Balanced,8348.64,Global,0.94,0.6,0.24,0.24,Moderate,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_e632e113,Katherine Best,Fixed Income,8630.85,Asia-Pacific,0.66,0.43,0.9,0.87,Moderate,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_5404c0fe,Miss Ashley Garcia,Balanced,7314.17,Asia-Pacific,0.13,0.8,0.04,0.36,Low,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_4f6c58c5,Dorothy Wilkinson,Hedge Fund,7313.81,Asia-Pacific,0.94,0.22,0.64,0.91,Low,Above Benchmark,No,Yes,No,No,No,None
PORT_40b681b4,Michael Hall,Equity,8004.68,EU,0.38,0.67,0.77,0.35,High,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_694954d5,Edward Ellison,Real Assets,4320.62,Global,0.02,0.73,0.76,0.15,High,Above Benchmark,Yes,No,Yes,No,No,None
PORT_76824527,Michael Ryan,Balanced,3690.0,U.S.,0.43,0.27,0.19,0.11,Moderate,Below Benchmark,Yes,Yes,No,Yes,No,None
PORT_853ecf85,Kenneth Garcia,Hedge Fund,2085.97,Global,0.39,0.65,0.92,0.29,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_c1051c21,Cheryl Weaver,Real Assets,5682.81,EU,0.1,0.81,0.44,0.08,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_46e1e22b,Steven Moreno,Balanced,4783.18,EU,0.72,0.23,0.9,0.93,Low,Below Benchmark,Yes,No,No,No,No,None
PORT_52605e68,Michael Allen,Equity,2544.63,EU,0.16,0.82,0.98,0.84,Low,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_57700788,Austin Higgins,Real Assets,9566.18,Asia-Pacific,0.14,0.76,0.38,0.2,Moderate,Below Benchmark,Yes,No,No,Yes,No,None
PORT_b412eb20,Joshua Anderson,Balanced,3826.68,Asia-Pacific,0.65,0.61,0.11,0.92,Moderate,Above Benchmark,No,Yes,No,No,No,None
PORT_2c4e3029,Matthew Phillips,Fixed Income,8328.8,U.S.,0.68,0.58,0.13,0.07,Low,Below Benchmark,Yes,No,No,No,No,None
PORT_2ee040ea,Brent Campos,Balanced,6371.48,Asia-Pacific,0.69,0.85,0.87,0.02,Low,Below Benchmark,No,Yes,No,Yes,No,None
PORT_3451d463,Barbara Sheppard,Equity,1233.98,Global,0.13,0.35,0.09,0.41,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_93483130,Michael Kennedy,Equity,4708.11,U.S.,0.57,0.63,0.22,0.74,Low,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_bdd4d695,Angela Ramirez,Balanced,3888.91,U.S.,0.32,0.26,0.73,0.53,Low,Below Benchmark,No,Yes,Yes,Yes,Yes,Diversification Breach
PORT_095b3bae,Mr. Daniel Merritt PhD,Equity,147.74,Global,0.87,0.72,0.83,0.07,High,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_fe92a0f9,Caroline Garcia,Fixed Income,4788.39,Global,0.45,0.83,0.66,0.59,Low,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_3670c791,Paul Allen,Balanced,8375.44,Asia-Pacific,0.93,0.12,0.05,0.72,Low,Meeting Benchmark,Yes,No,No,No,No,None
PORT_8978cae9,Jason Wilson,Real Assets,1235.02,EU,0.11,0.93,0.49,0.33,Low,Above Benchmark,No,Yes,Yes,No,Yes,Conflict of Interest
PORT_529ab771,Zachary Mcdonald,Fixed Income,5060.77,Asia-Pacific,0.09,0.09,0.92,0.68,Low,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_2a530ef6,Antonio West,Real Assets,9858.85,EU,0.76,0.28,0.14,0.99,Low,Meeting Benchmark,No,Yes,Yes,No,Yes,None
PORT_6da2ec6c,Elizabeth Dalton,Balanced,3455.34,U.S.,0.95,0.35,0.0,0.28,Moderate,Below Benchmark,Yes,Yes,No,No,No,None
PORT_08d984fe,Robert Hill,Hedge Fund,5650.3,Asia-Pacific,0.06,0.9,0.21,0.15,Moderate,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_7f4771c1,Jennifer Anderson,Fixed Income,9039.5,Global,0.09,0.43,0.23,0.87,High,Above Benchmark,No,Yes,No,Yes,Yes,Conflict of Interest
PORT_f910e89d,Caroline Fowler,Real Assets,100.49,EU,0.9,0.02,0.48,0.77,Moderate,Above Benchmark,Yes,Yes,No,No,No,None
PORT_780c3e11,Alexander Francis,Equity,8121.68,Global,0.09,0.29,0.99,0.29,High,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_5519c4b3,Lauren Miller,Equity,802.26,U.S.,0.32,0.83,0.38,0.81,Low,Below Benchmark,No,No,Yes,Yes,Yes,Conflict of Interest
PORT_ad037826,Amanda Cross,Balanced,7930.33,EU,0.97,0.56,0.81,0.66,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_b48b3c5e,Michael Anderson,Real Assets,4726.5,Asia-Pacific,0.49,0.01,0.54,0.8,Moderate,Below Benchmark,Yes,No,Yes,No,No,None
PORT_f478ba34,Brandy Wheeler,Hedge Fund,5777.64,Global,0.06,0.41,0.37,0.94,Low,Above Benchmark,Yes,Yes,No,No,Yes,Diversification Breach
PORT_6fba6b11,William Hernandez,Real Assets,8807.34,Global,0.49,0.54,0.54,0.08,Moderate,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_1db17e02,Michael Avery,Equity,2955.03,U.S.,0.48,0.71,0.08,0.14,High,Below Benchmark,No,No,No,No,No,None
PORT_1e64d282,Julia Solis,Balanced,742.84,EU,0.12,0.67,0.97,0.78,Moderate,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_9974d02c,Kathleen Davis,Balanced,489.26,EU,0.49,0.32,0.83,0.24,High,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_8c433cfe,Sarah Christensen,Real Assets,6447.66,Asia-Pacific,0.51,0.99,0.2,0.45,High,Meeting Benchmark,No,Yes,Yes,Yes,Yes,Diversification Breach
PORT_85e77513,Jeremy Williamson Jr.,Hedge Fund,323.69,U.S.,0.52,0.96,0.69,0.99,Moderate,Below Benchmark,No,Yes,No,Yes,No,None
PORT_dbb2949c,Danielle Murphy,Real Assets,4278.72,Asia-Pacific,0.41,0.24,0.7,0.98,High,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_86a16a93,Lauren Johnson,Fixed Income,1248.33,Asia-Pacific,0.1,0.05,0.18,0.4,Low,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_3b8f0326,Teresa Vasquez,Balanced,9328.46,U.S.,0.61,0.63,0.5,0.45,High,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_f3a5d070,Ethan Buck,Fixed Income,4002.05,EU,0.94,0.76,0.49,0.52,Moderate,Meeting Benchmark,No,No,No,No,Yes,Style Drift
PORT_905f5dc5,Jason Tran,Balanced,9373.49,U.S.,0.21,0.03,0.56,0.57,Low,Meeting Benchmark,No,Yes,No,No,No,None
PORT_95627d32,Ryan Lang,Balanced,5250.73,U.S.,0.84,0.71,0.87,0.32,Moderate,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_82d47f16,William Thomas,Hedge Fund,3641.59,U.S.,0.9,0.34,0.74,0.62,High,Meeting Benchmark,Yes,No,Yes,No,No,None
PORT_f08e1eaa,Kelly Medina,Balanced,4662.16,U.S.,0.19,0.72,0.35,0.53,Moderate,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_d6675ce1,Terry Lynch,Balanced,4171.05,Asia-Pacific,0.83,0.8,0.57,0.98,Moderate,Below Benchmark,No,Yes,No,Yes,No,None
PORT_5dddc594,Sean Steele,Equity,2806.73,EU,0.12,0.45,0.43,0.09,High,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_1b1b92b5,Karen Reed,Equity,4984.92,U.S.,0.65,0.7,0.04,0.65,Moderate,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_230e1e3f,Eric Price DDS,Fixed Income,9725.23,Global,0.03,0.22,0.77,0.53,High,Below Benchmark,No,Yes,No,Yes,No,None
PORT_dc483027,Andrea Sutton,Equity,6362.1,Asia-Pacific,0.99,0.46,0.54,0.9,Low,Below Benchmark,No,No,Yes,No,No,None
PORT_37b80a0e,Scott Tran,Real Assets,1080.89,Asia-Pacific,0.36,0.86,0.57,0.65,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_64bbcf6e,Richard Johnson,Real Assets,3921.34,EU,0.57,0.39,0.89,0.38,Moderate,Above Benchmark,No,Yes,Yes,No,No,None
PORT_f840bd92,Taylor Martinez,Hedge Fund,1861.3,U.S.,0.44,0.7,0.34,0.2,Moderate,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_5bc06ba1,Nicole Arias,Equity,4453.94,EU,0.09,0.01,0.43,0.38,Moderate,Meeting Benchmark,No,No,Yes,No,Yes,Diversification Breach
PORT_156a296c,John Page,Hedge Fund,3174.95,Asia-Pacific,0.75,0.94,0.33,0.98,Low,Above Benchmark,Yes,Yes,No,Yes,No,None
PORT_053e47ab,Joshua Pena,Hedge Fund,7862.59,Asia-Pacific,0.15,0.93,0.02,0.49,Moderate,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_36b26be9,Shawn Grimes,Real Assets,4484.78,U.S.,0.22,0.99,0.04,0.49,Low,Below Benchmark,No,No,Yes,No,No,None
PORT_8ad909ea,Cynthia Robinson,Balanced,6559.85,EU,0.11,0.65,0.46,0.96,Moderate,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_fb70418e,James Fernandez,Equity,3991.77,Asia-Pacific,0.88,0.77,0.92,0.22,High,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_c402b637,Regina Hale,Balanced,4256.77,Asia-Pacific,0.29,0.87,0.46,0.43,High,Above Benchmark,Yes,Yes,No,No,No,None
PORT_9e30ffc0,Melissa Griffin,Real Assets,3722.57,Global,0.48,0.53,0.22,0.78,Moderate,Above Benchmark,Yes,Yes,No,No,Yes,None
PORT_4e46aeae,Jared Shaffer,Balanced,9283.75,Asia-Pacific,0.64,0.57,0.24,0.5,High,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_5e91b9e4,Anthony Ray,Fixed Income,4741.08,Global,0.13,0.25,0.55,0.4,Moderate,Meeting Benchmark,No,Yes,No,No,Yes,Conflict of Interest
PORT_eb41fc9f,Anthony Lowery,Fixed Income,7158.96,U.S.,0.89,0.64,0.69,0.23,Moderate,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_6ff9fbd1,Samantha Mathis,Balanced,650.93,Global,0.49,0.44,0.43,0.61,Moderate,Above Benchmark,Yes,No,No,No,No,None
PORT_e83ce2a3,Jason Weber,Fixed Income,6178.64,Asia-Pacific,0.22,0.61,0.29,0.55,High,Below Benchmark,Yes,No,No,Yes,No,None
PORT_cd0a5bc5,Paul Santos,Balanced,8316.61,U.S.,0.13,0.94,0.48,0.39,Low,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_ea40c7c2,Christopher Johnson,Balanced,9106.48,Global,0.8,0.83,0.91,0.28,High,Above Benchmark,No,Yes,Yes,Yes,Yes,Diversification Breach
PORT_940c53c5,Amy Gonzalez,Equity,6080.19,Asia-Pacific,0.6,0.67,0.96,0.26,High,Above Benchmark,Yes,No,No,Yes,No,None
PORT_c41e3fe1,Donald Hale,Balanced,1619.18,EU,0.61,0.49,0.73,0.77,High,Below Benchmark,No,No,No,No,No,None
PORT_f24ccdd1,Brian Dillon,Real Assets,8951.09,U.S.,0.83,0.59,0.61,0.55,Moderate,Above Benchmark,No,No,No,Yes,No,None
PORT_3e151ece,David Daniel,Fixed Income,7136.43,U.S.,0.16,0.63,0.51,0.15,Low,Above Benchmark,No,No,No,Yes,No,None
PORT_686e3914,Joseph Scott,Balanced,8242.67,EU,0.51,0.45,0.54,0.98,Low,Below Benchmark,Yes,Yes,No,Yes,No,None
PORT_fa494ed5,Angela Smith,Real Assets,1003.68,U.S.,0.67,0.67,0.61,0.7,Moderate,Above Benchmark,No,No,No,No,Yes,Conflict of Interest
PORT_448148c1,Leah Blackwell,Equity,3491.91,Global,0.81,0.0,0.32,0.15,High,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_275b21e7,Amy Kerr,Real Assets,1639.26,EU,0.14,0.12,0.6,0.85,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_256af5fd,Megan Curtis,Hedge Fund,2288.1,Global,0.54,0.92,0.1,0.31,Low,Below Benchmark,No,No,Yes,No,No,None
PORT_4b7bee7b,Lisa Rowland,Hedge Fund,256.65,EU,0.78,0.29,0.13,0.79,Low,Below Benchmark,Yes,No,No,No,No,None
PORT_e1cc17b7,Tammy Mitchell,Real Assets,3096.83,EU,0.83,0.53,0.43,0.73,High,Below Benchmark,No,Yes,No,No,Yes,Conflict of Interest
PORT_40edbe2c,Danielle Barton,Real Assets,440.96,Asia-Pacific,0.47,0.42,0.75,0.03,Moderate,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_cf360145,Christian Thompson,Balanced,2477.88,EU,0.15,0.23,0.36,0.87,High,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_7f38a421,Nicholas Gomez,Real Assets,2932.14,Global,0.74,0.45,0.86,0.78,Moderate,Below Benchmark,No,Yes,Yes,No,No,None
PORT_d34a5e8e,Ashley Garcia,Equity,2760.76,EU,0.27,0.84,0.23,0.33,Moderate,Above Benchmark,Yes,Yes,No,No,No,None
PORT_aa49eed4,Pamela Anderson,Equity,538.92,Asia-Pacific,0.59,0.08,0.4,0.71,Moderate,Meeting Benchmark,No,Yes,Yes,Yes,Yes,None
PORT_4ed6fc5b,Christopher Clayton,Balanced,6117.01,Asia-Pacific,0.94,0.41,1.0,0.09,Low,Meeting Benchmark,No,No,No,No,No,None
PORT_7ce46c30,Carly Johnson,Real Assets,1029.9,Global,0.99,0.06,0.29,0.29,Moderate,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_b7c2ddee,Lori Trevino,Equity,9846.31,Asia-Pacific,0.23,0.56,0.47,0.27,Moderate,Above Benchmark,Yes,No,No,Yes,No,None
PORT_77d044e6,Tammy Lewis,Fixed Income,7105.63,Global,0.9,0.88,0.97,0.76,Low,Below Benchmark,Yes,Yes,Yes,No,Yes,Diversification Breach
PORT_24af1581,Joann Thornton,Hedge Fund,1918.13,EU,0.33,0.24,0.37,0.41,Low,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_5af541b2,Jacob Garcia,Equity,2970.58,Global,0.22,0.7,0.48,0.91,Moderate,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_26a17b9e,Shawn Harris,Hedge Fund,8626.78,Asia-Pacific,0.9,0.5,0.57,0.75,High,Above Benchmark,No,No,Yes,Yes,No,None
PORT_554111cf,James Hawkins,Real Assets,9404.23,Asia-Pacific,0.65,0.13,0.66,0.5,Moderate,Above Benchmark,No,No,Yes,No,No,None
PORT_8f4987a0,Zachary Huffman,Real Assets,4111.57,Global,0.01,0.28,0.11,0.72,Moderate,Below Benchmark,No,No,No,Yes,No,None
PORT_f875b03d,Ronald Sanchez,Hedge Fund,5352.19,U.S.,0.49,0.83,0.68,0.57,Low,Meeting Benchmark,Yes,No,Yes,No,No,None
PORT_77eaa0ce,Robert Coleman,Hedge Fund,2674.15,EU,0.89,0.31,0.34,0.23,Moderate,Below Benchmark,No,No,Yes,No,Yes,None
PORT_b11d7e9d,Curtis Ward,Equity,5003.0,Asia-Pacific,0.99,1.0,0.58,0.05,High,Above Benchmark,Yes,No,No,No,No,None
PORT_2f17ba2c,Matthew Brown,Fixed Income,9243.01,Global,0.61,0.1,0.05,0.04,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_b329a0c0,Jeffrey Bentley,Fixed Income,956.85,Asia-Pacific,0.59,0.89,0.57,0.19,Moderate,Below Benchmark,No,Yes,No,Yes,No,None
PORT_52e25e62,Michael Logan,Equity,9767.09,Global,0.24,0.02,0.78,0.73,Low,Above Benchmark,Yes,Yes,No,No,No,None
PORT_05d3cdb9,William Wagner,Fixed Income,7386.0,Asia-Pacific,0.1,0.43,0.77,0.97,Low,Above Benchmark,No,Yes,No,No,No,None
PORT_bba889cd,Annette Alvarez,Fixed Income,3627.94,Global,0.2,0.33,0.53,0.68,Low,Meeting Benchmark,Yes,No,Yes,No,Yes,Conflict of Interest
PORT_aa058d45,Alejandra Trevino,Hedge Fund,9209.2,Asia-Pacific,0.65,0.64,0.27,0.91,Moderate,Below Benchmark,No,Yes,No,No,No,None
PORT_1467ea17,Deanna Bryan,Real Assets,1661.33,Asia-Pacific,0.33,0.53,0.92,0.95,Moderate,Above Benchmark,No,No,No,No,No,None
PORT_401a6c92,Alan Brooks,Fixed Income,1235.87,Global,0.71,0.33,0.62,0.07,High,Below Benchmark,Yes,No,Yes,No,No,None
PORT_18b17e9b,William Johnson,Balanced,9173.13,EU,0.43,0.08,0.78,0.79,Low,Above Benchmark,Yes,Yes,No,No,No,None
PORT_935e0b6e,Micheal Lane,Real Assets,2788.68,U.S.,0.33,0.76,0.04,0.71,Low,Below Benchmark,Yes,No,Yes,No,No,None
PORT_476eff52,Felicia Townsend,Balanced,2488.0,U.S.,0.4,0.32,0.1,0.96,High,Meeting Benchmark,No,Yes,No,No,No,None
PORT_b0a7d322,Sabrina Guerra,Equity,4652.85,Asia-Pacific,0.01,0.47,0.42,0.23,Moderate,Above Benchmark,Yes,Yes,No,No,No,None
PORT_2f7da87a,Nicole Morgan,Real Assets,7159.43,U.S.,0.04,0.22,0.56,0.06,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_da8c1751,Amanda Hale,Equity,6933.3,Asia-Pacific,0.34,0.02,0.29,0.72,Moderate,Above Benchmark,Yes,Yes,No,No,No,None
PORT_e799cddd,Jonathan Sanchez,Equity,9040.61,EU,0.2,0.1,0.17,0.33,Low,Meeting Benchmark,Yes,No,Yes,No,No,None
